,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
10,0.0,14365.0,0.003425,0.0,0.0,0.0,0.002286,0.0,0.0,0.0,0.0,0.0,0.037117,0.0,0.0,0.0,0.072275,0.006121,0.0,0.571429,0.363636,0.006169,0.0,0.0,0.01485,0.06766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077516,0.5,0.45283,0.0,0.0,0.0,0.0
11,1.0,14365.0,0.008752,0.0,0.0,0.0,0.007619,0.0,0.0,0.0,0.0,0.0,0.14002,0.0,0.0,0.0,0.170166,0.007716,0.375,0.0,0.545455,0.007787,0.835506,0.704085,0.615729,0.732054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.836956,0.706828,0.609988,0.736523,1.0,0.830189,0.0,0.135283,0.25,0.0
12,1.0,12320.0,0.020421,0.666667,1.0,0.0,0.021354,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.008636,0.133333,0.777778,0.0,0.00849,1.0,0.556644,0.619217,0.461786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.544966,0.615936,0.386197,0.0,0.233333,0.0,0.000277,0.052632,0.578947
13,0.0,12320.0,0.029564,0.333333,0.5,0.0,0.029591,0.0,0.0,0.0,0.0,0.0,0.904362,0.153452,0.127206,0.0,0.897393,0.035996,0.866667,1.0,0.166667,0.036364,0.331472,0.492244,0.576004,0.518502,0.045168,0.0,0.0,0.0,0.095218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323507,0.473406,0.562737,0.445018,0.8,0.0,0.0,0.000314,0.052632,0.842105
14,0.0,12320.0,0.061262,0.0,0.0,0.0,0.060403,0.0,0.0,0.0,0.0,0.0,0.881573,0.0,0.0,0.0,0.876018,0.061754,0.133333,0.055556,0.416667,0.061389,0.169467,0.289174,0.292654,0.315353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167356,0.282779,0.283224,0.220436,1.0,0.266667,0.0,0.002121,0.052632,0.0
15,0.0,14382.0,0.004676,0.2,0.333333,0.5,0.006012,0.0,0.0,0.0,0.0,0.0,0.005575,0.2,0.34518,0.5,0.00725,0.003075,0.421053,0.466667,0.052632,0.003247,0.598838,0.623027,0.420053,0.465889,0.209994,0.0,0.0,0.0,0.468954,0.097288,0.059592,0.05038,0.868762,0.783998,0.776337,0.550872,0.736924,0.619878,0.484396,0.44435,0.0,0.067568,0.0,0.000202,0.000486,0.27451
16,0.0,14382.0,0.027388,0.0,0.0,0.0,0.02672,0.0,0.0,0.0,0.0,0.0,0.024693,0.0,0.0,0.0,0.022599,0.015824,0.263158,0.4,0.0,0.015909,0.815993,0.817066,0.718704,0.74494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793194,0.736771,0.716353,0.633213,0.0,0.087838,0.0,0.080722,0.015549,0.764706
17,1.0,14382.0,0.018704,0.4,0.333333,0.0,0.02004,0.0,0.0,0.0,0.0,0.0,0.019693,0.42544,0.3386,0.0,0.020663,0.009381,0.684211,0.466667,0.105263,0.009656,0.907855,0.859805,0.685344,0.792933,0.273179,0.111887,0.406097,0.046745,0.460015,0.082124,0.00604,0.041107,0.0,0.0,0.0,0.0,0.927217,0.794552,0.713528,0.68974,0.2,0.060811,0.0,0.001188,0.002915,0.509804
18,1.0,12339.0,0.063368,1.0,0.0,0.0,0.064273,0.0,0.0,0.0,0.0,0.0,0.048099,1.0,0.0,0.0,0.055354,0.046327,1.0,0.375,0.571429,0.046479,0.250552,0.088331,0.363597,0.302386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290984,0.198982,0.372441,0.399296,0.5,0.853659,0.0,0.001045,0.033333,0.5
19,0.0,12339.0,0.004828,0.0,0.5,0.0,0.005432,0.0,0.0,0.0,0.0,0.0,0.053655,0.0,0.251864,0.0,0.055967,0.014725,0.75,1.0,0.285714,0.014898,0.379929,0.0,0.247814,0.204197,0.0,0.0,0.0,0.0,0.210273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435676,0.198481,0.26989,0.362746,0.0,0.268293,0.0,0.043541,0.1,0.0
20,0.0,12339.0,0.098672,0.0,0.0,0.0,0.098672,0.0,0.0,0.0,0.0,0.0,0.855209,0.0,0.0,0.0,0.870096,0.024802,0.125,0.625,0.0,0.024732,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.577734,0.033333,0.5
21,0.0,12341.0,0.135945,0.0,0.0,0.0,0.135945,0.0,0.0,0.0,0.0,0.0,0.887671,0.0,0.0,0.0,0.896929,0.077688,0.26087,0.5625,0.0,0.077652,0.404445,0.361504,0.744769,0.292261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387371,0.334841,0.62675,0.297472,0.142857,0.5,0.0,0.024974,0.090909,0.5
22,1.0,12341.0,0.00384,0.625,0.571429,0.0,0.010753,0.0,0.0,0.0,0.0,0.0,0.885579,0.632193,0.590294,0.0,0.921425,0.0,0.434783,0.375,0.222222,0.0,0.88683,1.0,0.45568,1.0,1.0,0.801937,0.665195,0.833431,0.80972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937016,1.0,0.595006,1.0,0.285714,0.216667,0.0,0.239871,0.090909,0.0
23,0.0,12341.0,0.020737,0.0,0.0,0.0,0.020737,0.0,0.0,0.0,0.0,0.0,0.841955,0.0,0.0,0.0,0.856532,0.01426,0.043478,1.0,0.111111,0.014264,0.285479,0.150434,0.215475,0.131463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261595,0.131541,0.172651,0.131893,0.0,0.216667,0.0,0.187837,0.181818,0.5
24,0.0,10294.0,0.038018,0.0,0.0,0.5,0.037931,0.0,0.0,0.0,0.0,0.0,0.055083,0.0,0.0,0.5,0.054694,0.012564,0.777778,1.0,0.0,0.012757,1.0,1.0,0.846908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88893,0.995092,0.014481,1.0,1.0,1.0,0.847094,1.0,0.0,0.0,0.0,0.369734,1.0,1.0
25,1.0,10294.0,0.032258,0.0,0.0,0.0,0.031034,0.0,0.0,0.0,0.0,0.0,0.036563,0.0,0.0,0.0,0.034306,0.00946,0.333333,0.75,1.0,0.009727,0.853407,0.919163,0.755134,0.972348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.850579,0.911631,0.750625,0.965581,1.0,1.0,0.0,1.0,0.058824,0.04
26,0.0,10294.0,0.019585,0.0,0.0,0.5,0.01954,0.0,0.0,0.0,0.0,0.0,0.024942,0.0,0.0,0.5,0.024887,0.011562,0.0,0.0,0.375,0.011559,0.70805,0.693656,0.569821,0.675303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.777742,0.0,0.0,0.0,0.721352,0.700091,0.575932,0.680609,0.333333,0.311111,0.0,0.002216,0.058824,0.04
27,1.0,14389.0,0.572135,0.5,1.0,1.0,0.574608,0.0,0.0,0.0,0.0,0.0,1.0,0.792485,1.0,1.0,1.0,0.334346,0.111111,0.272727,0.25,0.33413,1.0,0.937809,1.0,0.941537,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.94688,1.0,0.948326,0.6,0.262136,0.0,0.64499,0.0625,0.125
28,0.0,14389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174273,0.0,0.0,0.0,0.188248,0.00026,0.074074,0.636364,0.625,0.00013,0.250657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224643,0.0,0.0,0.0,0.6,0.669903,0.0,0.20267,0.25,1.0
29,0.0,14389.0,0.027205,0.0,0.0,0.0,0.027205,0.0,0.0,0.0,0.0,0.0,0.281559,0.0,0.0,0.0,0.292709,0.0,0.0,0.545455,1.0,0.0,0.953777,0.733851,0.557291,0.790501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930056,0.71397,0.550028,0.771819,0.6,1.0,0.0,0.0,0.0,0.125
30,0.0,12369.0,0.014222,0.0,0.0,0.0,0.014222,0.0,0.0,0.0,0.0,0.0,0.004519,0.0,0.0,0.0,0.004422,0.020415,0.125,0.4,0.0,0.019231,0.597554,0.694518,0.343907,0.880856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585139,0.733784,0.347381,0.894406,0.0,0.078125,0.0,0.012106,0.011111,0.263158
31,1.0,12369.0,0.030689,0.0,0.0,0.0,0.030689,0.0,0.0,0.0,0.0,0.0,0.006693,0.0,0.0,0.0,0.006449,0.027452,0.0,0.6,0.083333,0.026453,0.520041,0.774638,0.451168,0.928295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506397,0.809654,0.452666,0.942398,0.333333,0.046875,0.0,0.0,0.0,0.210526
32,0.0,12369.0,0.004491,1.0,0.0,0.0,0.00524,0.0,0.0,0.0,0.0,0.0,0.042746,1.0,0.0,0.0,0.047026,0.0,0.375,0.7,0.75,0.0,0.565442,0.0,0.115802,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541618,0.0,0.121353,0.0,1.0,1.0,0.0,1.0,1.0,0.421053
33,0.0,14421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001598,0.0,0.5,0.0,0.001296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107143
34,0.0,14421.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.693788,0.294118,1.0,0.28,0.693973,0.123606,0.391173,0.402056,0.22007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131155,0.415891,0.402978,0.233683,0.230769,0.38125,0.0,0.041149,0.428571,0.642857
35,1.0,14421.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.571924,0.205882,0.5,0.36,0.571984,0.147313,0.424862,0.458415,0.253222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15622,0.45171,0.459489,0.268896,0.230769,0.4,0.0,0.067797,0.357143,0.678571
36,0.0,12385.0,0.005828,0.0,0.0,0.0,0.005828,0.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.007912,0.012626,0.074627,0.1,0.02381,0.012392,0.319884,0.342745,0.419829,0.334494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314245,0.339011,0.416484,0.333359,0.2,0.0,0.0,0.000657,0.00365,0.001788
37,0.0,12385.0,0.095303,0.0,0.0,0.0,0.095303,0.0,0.0,0.0,0.0,0.0,0.109018,0.0,0.0,0.0,0.109078,0.09932,0.0,0.2,0.071429,0.099094,0.672172,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664726,1.0,1.0,1.0,0.4,0.056213,0.0,0.0,0.0,0.064958
38,1.0,12385.0,0.019198,0.0,0.0,0.0,0.019198,0.0,0.0,0.0,0.0,0.0,0.020293,0.0,0.0,0.0,0.0203,0.042739,0.19403,0.3,0.095238,0.042841,0.423955,0.657238,0.697492,0.6921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419361,0.654411,0.694678,0.690008,0.4,0.035503,0.0,0.010524,0.021898,0.001788
39,0.0,14434.0,0.016758,0.0,0.0,0.5,0.017141,0.0,0.0,0.0,0.0,0.0,0.712632,0.0,0.0,0.220318,0.715392,0.015823,0.833333,0.15,0.444444,0.015793,0.478404,0.481675,0.398099,0.464805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229903,0.057708,0.001149,0.014856,0.452176,0.459042,0.399605,0.449841,0.166667,0.5,0.0,0.332672,0.144279,0.074592
40,0.0,14434.0,0.098597,0.0,0.0,0.0,0.098559,0.0,0.0,0.0,0.0,0.0,0.654163,0.0,0.0,0.0,0.656011,0.069103,0.25,0.25,0.555556,0.068953,0.160566,0.132574,0.183857,0.142001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152531,0.127713,0.184955,0.143387,0.333333,0.5,0.0,0.072154,1.0,0.074592
41,1.0,14434.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220318,0.0,1.0,0.0,0.5,0.777778,1.0,0.119282,0.565344,0.637165,0.565154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20336,0.0,0.0,0.0,0.118617,0.544433,0.641031,0.550202,0.333333,0.741935,0.0,0.0,0.0,0.0
42,0.0,12387.0,0.031646,0.0,0.0,0.0,0.031056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759383,0.0,0.625,0.0,0.758678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.038462,0.0,0.0,0.0,0.444444
43,0.0,12387.0,0.075949,0.0,0.0,0.0,0.074534,0.0,0.0,0.0,0.0,0.0,0.082742,0.0,0.0,0.0,0.082655,0.019078,0.285714,0.0,0.428571,0.018451,1.0,1.0,0.779726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989929,1.0,0.778238,1.0,0.75,0.384615,0.0,0.360842,0.333333,0.0
44,1.0,12387.0,0.341772,0.0,0.0,0.0,0.335404,0.0,0.0,0.0,0.0,0.0,0.337854,0.0,0.0,0.0,0.33862,0.166076,0.285714,0.0,0.0,0.16512,0.592071,0.387764,0.479982,0.471006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589628,0.390218,0.47917,0.474411,0.0,0.038462,0.0,0.17173,0.333333,0.0
45,0.0,14471.0,0.023972,0.0,0.166667,0.0,0.023942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063121,0.0,0.0,0.033934,0.0,0.388889,0.142857,0.034094,0.329906,0.33205,0.475849,0.579061,0.0,0.0,0.0,0.0,0.080221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301233,0.387971,0.455572,0.595638,0.0,0.103896,0.0,0.0,0.0,0.166667
46,0.0,14471.0,0.014635,0.0,0.0,0.0,0.014365,0.0,0.0,0.0,0.0,0.0,0.020989,0.0,0.0,0.0,0.021402,0.025526,0.1875,0.055556,0.095238,0.02559,0.528563,0.468747,0.551039,0.652477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508468,0.509866,0.53246,0.665126,0.2,0.077922,0.0,0.019938,0.1,0.555556
47,1.0,14471.0,0.587686,0.0,0.166667,0.0,0.586946,0.0,0.0,0.0,0.0,0.0,0.386652,0.0,0.165529,0.0,0.383628,0.669022,0.0,0.277778,0.190476,0.668852,0.244197,0.383494,0.618604,0.554535,0.0,0.0,0.0,0.0,0.25655,0.203944,0.19085,0.15576,0.0,0.0,0.0,0.0,0.213444,0.437409,0.605936,0.574191,0.4,0.077922,0.0,1.0,0.1,0.444444
48,1.0,10402.0,0.017197,0.0,0.0,0.0,0.017197,0.0,0.0,0.0,0.0,0.0,0.021099,0.0,0.0,0.0,0.017475,0.014391,0.888889,0.526316,0.117647,0.014557,0.678907,0.643949,0.52944,0.741733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619356,0.62963,0.529026,0.725755,0.0,0.086957,0.0,0.239079,0.826923,0.578947
49,0.0,10402.0,0.060189,0.0,0.0,0.0,0.060189,0.0,0.0,0.0,0.0,0.0,0.015446,0.0,0.0,0.0,0.012323,0.04027,0.777778,0.210526,0.058824,0.040186,0.545749,0.51778,0.540044,0.599596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.523799,0.521773,0.54717,0.6002,0.0,0.086957,0.0,0.037019,0.0,0.0
50,0.0,10402.0,0.070507,0.0,0.0,0.0,0.070507,0.0,0.0,0.0,0.0,0.0,0.024585,0.0,0.0,0.0,0.019361,0.049756,0.333333,0.684211,0.0,0.049805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028986,0.0,0.025285,0.0,0.289474
51,0.0,12458.0,0.051344,0.75,0.5,1.0,0.053974,0.0,0.0,0.0,0.0,0.0,0.663409,1.0,0.462345,1.0,0.71327,0.047821,0.727273,0.4,0.0,0.048638,0.918569,0.882348,0.761696,0.932631,1.0,1.0,1.0,0.849267,0.858157,0.975452,0.67694,0.987873,1.0,1.0,1.0,1.0,0.934663,0.914463,0.770305,0.959747,0.0,0.027027,0.0,1.0,1.0,1.0
52,0.0,12458.0,0.008333,0.375,0.166667,0.5,0.009398,0.0,0.0,0.0,0.0,0.0,0.564931,0.306387,0.182179,0.479257,0.587231,0.008884,0.5,0.333333,0.166667,0.009418,0.867307,0.711242,0.456332,0.758173,0.496943,0.511125,0.098619,0.735897,0.375254,0.365253,0.271059,0.272479,0.458406,0.0,0.0,0.0,0.859035,0.70713,0.459757,0.782786,0.2,0.0,0.0,0.137644,0.019608,0.478261
53,1.0,12458.0,0.097581,1.0,1.0,0.0,0.100967,0.0,0.0,0.0,0.0,0.0,0.578658,0.813905,0.471484,0.0,0.591928,0.089619,0.863636,1.0,0.0,0.091137,0.939184,0.953476,0.876363,0.951343,0.710551,0.162674,0.249797,0.790768,0.432514,0.564576,0.29168,0.821345,0.0,0.0,0.0,0.0,0.960655,0.993664,0.885618,0.980944,0.2,0.054054,0.0,0.755297,0.053922,0.478261
54,0.0,10418.0,0.107252,0.0,0.0,0.0,0.106339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340344,0.071429,0.428571,0.166667,0.339709,0.404563,0.47599,0.444062,0.52539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409115,0.475174,0.443758,0.524836,0.333333,0.0,0.0,0.228185,1.0,1.0
55,1.0,10418.0,0.0,1.0,1.0,0.0,0.003067,0.0,0.0,0.0,0.0,0.0,0.018921,1.0,1.0,0.0,0.017278,0.0,1.0,1.0,0.5,0.002168,0.826686,0.738632,0.495468,0.656384,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80347,0.715807,0.489934,0.638874,1.0,0.30303,0.0,0.02353,1.0,0.0
56,0.0,10418.0,0.006129,0.0,0.0,0.0,0.005112,0.0,0.0,0.0,0.0,0.0,0.041446,0.0,0.0,0.0,0.041991,0.007266,0.214286,0.428571,0.666667,0.007141,0.989908,0.853828,0.599299,0.824072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977995,0.840681,0.594506,0.810255,0.666667,0.80303,0.0,0.687761,1.0,0.347826
57,0.0,10442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003721,0.0,0.166667,0.0,0.003484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535
58,1.0,10442.0,0.384505,1.0,0.666667,0.5,0.393983,0.0,0.0,0.0,0.0,0.0,0.507949,1.0,0.785739,0.846336,0.532209,0.09945,0.388889,0.222222,0.4,0.0995,1.0,0.877925,1.0,0.865131,0.913153,1.0,1.0,0.975022,0.876717,0.943412,0.979052,0.955928,0.807839,0.823711,0.992416,0.657768,0.997668,0.86376,1.0,0.859433,0.333333,0.328358,0.0,0.529847,0.25,0.465116
59,0.0,10442.0,0.04878,0.0,0.333333,0.0,0.050143,0.0,0.0,0.0,0.0,0.0,0.109385,0.0,0.571478,0.0,0.117536,0.027659,0.055556,0.388889,1.0,0.027778,0.940862,0.66384,0.678379,0.676189,0.0,0.0,0.0,0.0,0.465487,0.583136,0.953936,0.451181,0.0,0.0,0.0,0.0,0.949736,0.652225,0.680746,0.670381,1.0,0.850746,0.0,0.591108,0.009259,0.046512
60,1.0,12491.0,0.06531,0.0,0.0,0.0,0.065171,0.0,0.0,0.0,0.0,0.0,0.072907,0.0,0.0,0.0,0.07276,0.053061,0.0,0.714286,0.0,0.052977,0.811135,0.850005,0.786525,0.891126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.811757,0.847622,0.785689,0.890523,0.333333,0.190476,0.0,0.014388,0.0,0.0
61,0.0,12491.0,0.006424,0.0,0.0,0.0,0.00641,0.0,0.0,0.0,0.0,0.0,0.00619,0.0,0.0,0.0,0.006177,0.003553,0.285714,0.714286,0.25,0.003599,0.303517,0.360025,0.22031,0.362021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299707,0.342184,0.219402,0.356159,0.333333,0.714286,0.0,0.449459,0.2,0.1
62,0.0,12491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000729,0.428571,0.285714,0.75,0.000774,0.0,0.022104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136,0.0,0.0,1.0,1.0,0.0,1.0,0.4,0.1
63,0.0,14548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045855,0.153846,0.666667,0.0,0.046569,0.023655,0.018113,0.0,0.093784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009885,0.0,0.098885,0.0,0.111111,0.0,0.046196,1.0,0.740741
